location,context,observed,expected,authority,tolerance,status
TABLES_V2_1/Supplementary_Table_S9.csv,"0 No-smoothing PCC,topk_Dice,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZATION,39,0.4262530369110695,0.1966744793548497,0.42924693521139673,0.32686543155113734,0.5875575274633",0.4262530369110695,0.4262530369110695,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"topk_Dice,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZATION,39,0.4262530369110695,0.1966744793548497,0.42924693521139673,0.32686543155113734,0.5875575274633499,0.2606920959122",0.1966744793548497,0.1966744793548497,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"SISTED_RETROSPECTIVE_LOCALIZATION,39,0.4262530369110695,0.1966744793548497,0.42924693521139673,0.32686543155113734,0.5875575274633499,0.26069209591221254,0.3650628126122",0.42924693521139673,0.42924693521139673,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"_LOCALIZATION,39,0.4262530369110695,0.1966744793548497,0.42924693521139673,0.32686543155113734,0.5875575274633499,0.26069209591221254,0.36506281261224244,0.4844404372130",0.32686543155113734,0.32686543155113734,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"262530369110695,0.1966744793548497,0.42924693521139673,0.32686543155113734,0.5875575274633499,0.26069209591221254,0.36506281261224244,0.48444043721307367,10000,20260810",0.5875575274633499,0.5875575274633499,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"966744793548497,0.42924693521139673,0.32686543155113734,0.5875575274633499,0.26069209591221254,0.36506281261224244,0.48444043721307367,10000,20260810 No-smoothing PCC,to",0.26069209591221254,0.26069209591221254,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"924693521139673,0.32686543155113734,0.5875575274633499,0.26069209591221254,0.36506281261224244,0.48444043721307367,10000,20260810 No-smoothing PCC,topk_IoU,ORACLE_ASSIST",0.36506281261224244,0.36506281261224244,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"686543155113734,0.5875575274633499,0.26069209591221254,0.36506281261224244,0.48444043721307367,10000,20260810 No-smoothing PCC,topk_IoU,ORACLE_ASSISTED_RETROSPECTIVE_LOC",0.48444043721307367,0.48444043721307367,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"75575274633499,0.26069209591221254,0.36506281261224244,0.48444043721307367,10000,20260810 No-smoothing PCC,topk_IoU,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZAT",10000,10000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"74633499,0.26069209591221254,0.36506281261224244,0.48444043721307367,10000,20260810 No-smoothing PCC,topk_IoU,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZATION,39,0.",20260810,20260810,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"60810 No-smoothing PCC,topk_IoU,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZATION,39,0.28957554697135574,0.15526157327841086,0.2732746125705592,0.1955543000430",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"10 No-smoothing PCC,topk_IoU,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZATION,39,0.28957554697135574,0.15526157327841086,0.2732746125705592,0.19555430004309227,0.4159904941752",0.28957554697135574,0.28957554697135574,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"topk_IoU,ORACLE_ASSISTED_RETROSPECTIVE_LOCALIZATION,39,0.28957554697135574,0.15526157327841086,0.2732746125705592,0.19555430004309227,0.41599049417526124,0.2204361941321",0.15526157327841086,0.15526157327841086,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"STED_RETROSPECTIVE_LOCALIZATION,39,0.28957554697135574,0.15526157327841086,0.2732746125705592,0.19555430004309227,0.41599049417526124,0.22043619413216897,0.242114307027",0.2732746125705592,0.2732746125705592,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"LOCALIZATION,39,0.28957554697135574,0.15526157327841086,0.2732746125705592,0.19555430004309227,0.41599049417526124,0.22043619413216897,0.24211430702708495,0.336383824402",0.19555430004309227,0.19555430004309227,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"957554697135574,0.15526157327841086,0.2732746125705592,0.19555430004309227,0.41599049417526124,0.22043619413216897,0.24211430702708495,0.3363838244023735,10000,20260810 ",0.41599049417526124,0.41599049417526124,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"526157327841086,0.2732746125705592,0.19555430004309227,0.41599049417526124,0.22043619413216897,0.24211430702708495,0.3363838244023735,10000,20260810 ",0.22043619413216897,0.22043619413216897,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"32746125705592,0.19555430004309227,0.41599049417526124,0.22043619413216897,0.24211430702708495,0.3363838244023735,10000,20260810 ",0.24211430702708495,0.24211430702708495,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"55430004309227,0.41599049417526124,0.22043619413216897,0.24211430702708495,0.3363838244023735,10000,20260810 ",0.3363838244023735,0.3363838244023735,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"599049417526124,0.22043619413216897,0.24211430702708495,0.3363838244023735,10000,20260810 ",10000,10000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S9.csv,"417526124,0.22043619413216897,0.24211430702708495,0.3363838244023735,10000,20260810 ",20260810,20260810,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"Characteristic,Development 40,Independent internal 113,RHUH external 39 Source patients / pre-outcome ex",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"Characteristic,Development 40,Independent internal 113,RHUH external 39 Source patients / pre-outcome excluded / analysed,40 / 0 ",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"Characteristic,Development 40,Independent internal 113,RHUH external 39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 11",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"nal 113,RHUH external 39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–6",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"13,RHUH external 39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0)",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"HUH external 39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=4",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," external 39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60",115,115,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"nal 39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (",2,2,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"39 Source patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–6",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"ource patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," patients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n",1,1,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"ients / pre-outcome excluded / analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," analysed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, fem",57.5,57.5,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"sed,40 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / ",53.0,53.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"0 / 0 / 40,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male""",65.0,65.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"0,115 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 2",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"15 / 2 / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 ",60.0,60.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," / 113,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,1",43.0,43.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"3,40 / 1 / 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 2",69.0,69.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"/ 39 ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Curre",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," ""Age, years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to",64.0,64.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," years, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-futur",55.0,55.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"s, median (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future int",69.5,69.5,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," (IQR)"",57.5 (53.0–65.0); n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, ",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"; n=40,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0",17,17,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"0,60.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.",23,23,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"0.0 (43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–1",47,47,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"43.0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0)",66,66,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"0–69.0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n",12,12,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"0); n=113,64.0 (55.0–69.5); n=39 ""Sex, female / male"",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,6",27,27,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,""",17 / 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in ",78.0,78.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," 23,47 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked",64.0,64.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"7 / 66,12 / 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked sourc",108.0,108.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"/ 27 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked source metad",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"7 ""Current-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked source metadata D",68.0,68.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"rent-to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked source metadata Diagnos",39.5,39.5,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"to-future interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked source metadata Diagnosis / g",103.0,103.0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"interval, days, median (IQR)"",78.0 (64.0–108.0); n=39,68.0 (39.5–103.0); n=111,Not consistently available in linked source metadata Diagnosis / grade,GBM",111,111,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"istently available in linked source metadata Diagnosis / grade,GBM / grade 4: 40,GBM 74; astrocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocyt",4,4,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"ently available in linked source metadata Diagnosis / grade,GBM / grade 4: 40,GBM 74; astrocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocytic a",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"vailable in linked source metadata Diagnosis / grade,GBM / grade 4: 40,GBM 74; astrocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocytic astrocyt",74,74,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"ed source metadata Diagnosis / grade,GBM / grade 4: 40,GBM 74; astrocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocytic astrocytoma 2; glioma wi",23,23,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"Diagnosis / grade,GBM / grade 4: 40,GBM 74; astrocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocytic astrocytoma 2; glioma with GBM features 1,",9,9,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," / grade 4: 40,GBM 74; astrocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocytic astrocytoma 2; glioma with GBM features 1,Glioblastoma / grade ",4,4,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"trocytoma 23; diffuse glioma 9; oligodendroglioma 4; pilocytic astrocytoma 2; glioma with GBM features 1,Glioblastoma / grade 4: 39 IDH status,Not cons",2,2,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," 9; oligodendroglioma 4; pilocytic astrocytoma 2; glioma with GBM features 1,Glioblastoma / grade 4: 39 IDH status,Not consistently available,Not consi",1,1,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"; pilocytic astrocytoma 2; glioma with GBM features 1,Glioblastoma / grade 4: 39 IDH status,Not consistently available,Not consistently available,wt 35",4,4,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"ilocytic astrocytoma 2; glioma with GBM features 1,Glioblastoma / grade 4: 39 IDH status,Not consistently available,Not consistently available,wt 35; mu",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv," 4: 39 IDH status,Not consistently available,Not consistently available,wt 35; mut 4 Extent of resection,Not consistently available,Not consistently ava",35,35,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"DH status,Not consistently available,Not consistently available,wt 35; mut 4 Extent of resection,Not consistently available,Not consistently available,",4,4,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"ent of resection,Not consistently available,Not consistently available,GTR 26; NTR 13 Previous treatment,Not consistently available,Not consistently ava",26,26,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"esection,Not consistently available,Not consistently available,GTR 26; NTR 13 Previous treatment,Not consistently available,Not consistently available,n",13,13,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"revious treatment,Not consistently available,Not consistently available,no 37; surgery + QT/RT 2 ",37,37,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table1_Cohort_Characteristics_and_Flow.csv,"t consistently available,Not consistently available,no 37; surgery + QT/RT 2 ",2,2,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"Cohort,Comparison,n,Mean difference,Median difference,Wins / ties / losses,95% bootstrap CI,Two-sided Wilcoxon P,Holm P,Cohen dz,Rank-biserial Independe",95,95,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"xon P,Holm P,Cohen dz,Rank-biserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Ind",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"P,Holm P,Cohen dz,Rank-biserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independe",0.205,0.205,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv," P,Cohen dz,Rank-biserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent int",0.212,0.212,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"en dz,Rank-biserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent interna",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"Rank-biserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"-biserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smo",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"iserial Independent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smoothing",0.191,0.191,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"ndependent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs F",0.218,0.218,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"dent internal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,11",2.803e-20,2.803e-20,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"nal,Full PCC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.",5.606e-20,5.606e-20,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
